token_idx,layer,experts
30,13,"[18, 20, 48, 6]"
30,14,"[35, 26, 10, 4]"
30,15,"[4, 30, 3, 49]"
30,16,"[12, 39, 36, 13]"
30,17,"[36, 30, 5, 14]"
30,18,"[18, 13, 7, 58]"
30,19,"[14, 45, 26, 15]"
30,20,"[40, 30, 47, 46]"
30,21,"[32, 7, 46, 6]"
30,22,"[37, 39, 14, 54]"
30,23,"[41, 39, 40, 53]"
31,0,"[50, 54, 26, 52]"
31,1,"[34, 59, 35, 1]"
31,2,"[15, 6, 30, 7]"
31,3,"[30, 15, 0, 21]"
31,4,"[39, 55, 24, 13]"
31,5,"[8, 20, 22, 2]"
31,6,"[43, 31, 57, 45]"
31,7,"[43, 35, 5, 45]"
31,8,"[30, 43, 39, 34]"
31,9,"[41, 24, 54, 23]"
31,10,"[35, 1, 19, 59]"
31,11,"[59, 14, 50, 22]"
31,12,"[2, 30, 13, 23]"
31,13,"[30, 23, 33, 35]"
31,14,"[17, 40, 56, 6]"
31,15,"[24, 55, 40, 48]"
31,16,"[54, 22, 14, 58]"
31,17,"[55, 45, 32, 50]"
31,18,"[26, 53, 30, 47]"
31,19,"[13, 1, 24, 23]"
31,20,"[24, 37, 19, 13]"
31,21,"[26, 50, 10, 15]"
31,22,"[4, 3, 10, 24]"
31,23,"[24, 6, 40, 8]"
32,0,"[12, 3, 16, 17]"
32,1,"[36, 30, 18, 21]"
32,2,"[56, 32, 30, 7]"
32,3,"[3, 13, 37, 33]"
32,4,"[43, 5, 46, 13]"
32,5,"[12, 33, 14, 59]"
32,6,"[9, 33, 2, 49]"
32,7,"[24, 58, 19, 18]"
32,8,"[58, 50, 52, 24]"
32,9,"[58, 9, 32, 26]"
32,10,"[43, 23, 26, 8]"
32,11,"[44, 27, 1, 34]"
32,12,"[17, 18, 16, 53]"
32,13,"[46, 22, 47, 8]"
32,14,"[53, 34, 35, 39]"
32,15,"[8, 20, 24, 57]"
32,16,"[2, 8, 54, 31]"
32,17,"[11, 4, 7, 14]"
32,18,"[47, 10, 18, 27]"
32,19,"[29, 48, 45, 15]"
32,20,"[13, 46, 19, 30]"
32,21,"[15, 13, 46, 27]"
32,22,"[43, 42, 15, 54]"
32,23,"[53, 41, 13, 23]"
33,0,"[40, 35, 3, 2]"
33,1,"[36, 53, 6, 12]"
33,2,"[59, 11, 56, 0]"
33,3,"[3, 37, 12, 33]"
33,4,"[39, 1, 5, 7]"
33,5,"[51, 29, 37, 59]"
33,6,"[9, 24, 35, 48]"
33,7,"[7, 8, 24, 58]"
33,8,"[58, 11, 52, 1]"
33,9,"[58, 32, 59, 7]"
33,10,"[38, 23, 4, 26]"
33,11,"[58, 51, 44, 34]"
33,12,"[27, 18, 17, 53]"
33,13,"[27, 55, 34, 22]"
33,14,"[53, 5, 8, 11]"
33,15,"[20, 27, 24, 6]"
33,16,"[2, 8, 30, 53]"
33,17,"[59, 4, 25, 14]"
33,18,"[18, 3, 51, 10]"
33,19,"[45, 27, 9, 18]"
33,20,"[5, 46, 30, 41]"
33,21,"[46, 10, 8, 15]"
33,22,"[54, 15, 12, 43]"
33,23,"[41, 13, 23, 53]"
34,0,"[36, 1, 46, 40]"
34,1,"[36, 55, 54, 34]"
34,2,"[30, 24, 35, 34]"
34,3,"[4, 42, 37, 12]"
34,4,"[22, 1, 57, 15]"
34,5,"[29, 37, 15, 57]"
34,6,"[42, 19, 16, 44]"
34,7,"[17, 23, 15, 55]"
34,8,"[59, 3, 33, 17]"
34,9,"[50, 52, 17, 15]"
34,10,"[36, 2, 0, 17]"
34,11,"[23, 2, 38, 21]"
34,12,"[57, 4, 56, 46]"
34,13,"[32, 7, 28, 53]"
34,14,"[20, 21, 18, 30]"
34,15,"[53, 36, 39, 46]"
34,16,"[11, 33, 46, 21]"
34,17,"[43, 3, 35, 59]"
34,18,"[3, 20, 36, 46]"
34,19,"[45, 2, 54, 25]"
34,20,"[35, 19, 31, 41]"
34,21,"[7, 57, 10, 16]"
34,22,"[46, 52, 54, 34]"
34,23,"[26, 41, 25, 27]"
35,0,"[7, 13, 24, 47]"
35,1,"[11, 55, 36, 7]"
35,2,"[35, 24, 48, 15]"
35,3,"[42, 21, 29, 44]"
35,4,"[28, 7, 21, 18]"
35,5,"[29, 25, 22, 15]"
35,6,"[42, 19, 45, 15]"
35,7,"[17, 54, 15, 55]"
35,8,"[59, 17, 56, 3]"
35,9,"[50, 13, 52, 15]"
35,10,"[36, 8, 2, 17]"
35,11,"[12, 32, 31, 21]"
35,12,"[12, 23, 43, 0]"
35,13,"[33, 2, 51, 45]"
35,14,"[54, 57, 13, 18]"
35,15,"[39, 33, 46, 21]"
35,16,"[37, 11, 5, 51]"
35,17,"[20, 58, 42, 33]"
35,18,"[46, 36, 26, 53]"
35,19,"[52, 31, 23, 16]"
35,20,"[19, 55, 6, 42]"
35,21,"[57, 59, 34, 48]"
35,22,"[52, 46, 3, 33]"
35,23,"[26, 25, 27, 7]"
36,0,"[42, 36, 26, 2]"
36,1,"[25, 38, 29, 49]"
36,2,"[52, 47, 54, 27]"
36,3,"[9, 43, 41, 19]"
36,4,"[4, 17, 56, 50]"
36,5,"[46, 3, 16, 30]"
36,6,"[23, 40, 21, 13]"
36,7,"[49, 13, 26, 32]"
36,8,"[26, 49, 10, 37]"
36,9,"[33, 31, 42, 14]"
36,10,"[53, 25, 3, 20]"
36,11,"[9, 16, 49, 56]"
36,12,"[5, 36, 21, 20]"
36,13,"[18, 10, 4, 41]"
36,14,"[52, 34, 53, 45]"
36,15,"[59, 57, 8, 58]"
36,16,"[15, 6, 45, 17]"
36,17,"[22, 40, 49, 29]"
36,18,"[35, 58, 14, 54]"
36,19,"[19, 17, 36, 41]"
36,20,"[43, 38, 46, 1]"
36,21,"[34, 29, 48, 4]"
36,22,"[57, 1, 2, 31]"
36,23,"[54, 55, 38, 58]"
37,0,"[21, 32, 36, 17]"
37,1,"[44, 4, 1, 8]"
37,2,"[54, 36, 1, 28]"
37,3,"[31, 43, 29, 20]"
37,4,"[37, 2, 25, 10]"
37,5,"[46, 28, 9, 6]"
37,6,"[36, 34, 22, 53]"
37,7,"[20, 36, 50, 57]"
37,8,"[18, 57, 44, 7]"
37,9,"[4, 33, 16, 12]"
37,10,"[3, 53, 22, 30]"
37,11,"[49, 56, 55, 43]"
37,12,"[21, 39, 5, 40]"
37,13,"[27, 55, 10, 53]"
37,14,"[52, 9, 43, 26]"
37,15,"[50, 17, 5, 32]"
37,16,"[57, 34, 35, 32]"
37,17,"[38, 5, 41, 4]"
37,18,"[57, 7, 20, 30]"
37,19,"[7, 45, 18, 11]"
37,20,"[16, 34, 47, 13]"
37,21,"[33, 10, 20, 54]"
37,22,"[51, 12, 57, 53]"
37,23,"[41, 59, 31, 55]"
38,0,"[6, 29, 18, 35]"
38,1,"[19, 34, 24, 56]"
38,2,"[50, 44, 18, 42]"
38,3,"[53, 40, 45, 16]"
38,4,"[53, 43, 10, 30]"
38,5,"[14, 50, 33, 47]"
38,6,"[35, 36, 14, 2]"
38,7,"[24, 50, 33, 34]"
38,8,"[0, 36, 55, 14]"
38,9,"[20, 26, 49, 34]"
38,10,"[43, 37, 13, 38]"
38,11,"[1, 18, 8, 44]"
38,12,"[40, 16, 38, 52]"
38,13,"[22, 10, 27, 18]"
38,14,"[26, 41, 35, 4]"
38,15,"[30, 24, 19, 57]"
38,16,"[39, 10, 3, 2]"
38,17,"[41, 0, 4, 58]"
38,18,"[18, 57, 49, 7]"
38,19,"[56, 29, 9, 36]"
38,20,"[40, 15, 16, 23]"
38,21,"[44, 38, 27, 41]"
38,22,"[14, 36, 5, 1]"
38,23,"[35, 55, 19, 43]"
39,0,"[50, 54, 53, 26]"
39,1,"[34, 59, 35, 1]"
39,2,"[15, 26, 6, 20]"
39,3,"[30, 10, 35, 26]"
39,4,"[55, 39, 41, 2]"
39,5,"[8, 22, 24, 38]"
39,6,"[43, 31, 57, 45]"
39,7,"[35, 43, 54, 21]"
39,8,"[33, 30, 34, 39]"
39,9,"[54, 24, 13, 23]"
39,10,"[59, 4, 35, 36]"
39,11,"[14, 59, 22, 12]"
39,12,"[30, 59, 2, 23]"
39,13,"[50, 30, 35, 33]"
39,14,"[56, 6, 25, 49]"
39,15,"[55, 24, 40, 57]"
39,16,"[20, 4, 5, 43]"
39,17,"[29, 12, 18, 45]"
39,18,"[34, 12, 26, 44]"
39,19,"[13, 23, 54, 1]"
39,20,"[24, 13, 31, 49]"
39,21,"[3, 26, 30, 38]"
39,22,"[49, 23, 4, 42]"
39,23,"[24, 46, 50, 27]"
40,0,"[3, 12, 10, 49]"
40,1,"[34, 40, 23, 48]"
40,2,"[10, 44, 47, 21]"
40,3,"[25, 50, 24, 31]"
40,4,"[49, 47, 43, 30]"
40,5,"[17, 44, 29, 48]"
40,6,"[47, 59, 26, 8]"
40,7,"[31, 9, 1, 18]"
40,8,"[27, 59, 0, 5]"
40,9,"[25, 8, 37, 18]"
40,10,"[37, 31, 12, 47]"
40,11,"[30, 20, 45, 15]"
40,12,"[38, 29, 9, 33]"
40,13,"[59, 9, 17, 45]"
40,14,"[5, 27, 26, 7]"
40,15,"[9, 24, 19, 14]"
40,16,"[23, 0, 19, 27]"
40,17,"[0, 1, 22, 10]"
40,18,"[15, 58, 9, 38]"
40,19,"[28, 53, 11, 36]"
40,20,"[49, 59, 29, 54]"
40,21,"[6, 49, 12, 36]"
40,22,"[14, 30, 9, 20]"
40,23,"[39, 53, 19, 55]"
41,0,"[40, 21, 30, 0]"
41,1,"[46, 42, 48, 12]"
41,2,"[22, 1, 53, 41]"
41,3,"[57, 58, 28, 36]"
41,4,"[30, 14, 2, 42]"
41,5,"[28, 38, 41, 21]"
41,6,"[52, 37, 38, 39]"
41,7,"[5, 29, 3, 12]"
41,8,"[9, 4, 47, 24]"
41,9,"[52, 21, 18, 59]"
41,10,"[42, 52, 8, 47]"
41,11,"[30, 19, 37, 4]"
41,12,"[19, 29, 9, 33]"
41,13,"[3, 14, 45, 52]"
41,14,"[15, 7, 39, 34]"
41,15,"[24, 9, 42, 15]"
41,16,"[23, 27, 0, 2]"
41,17,"[22, 32, 48, 1]"
41,18,"[15, 4, 9, 41]"
41,19,"[28, 5, 11, 22]"
41,20,"[49, 56, 54, 8]"
41,21,"[39, 51, 49, 56]"
41,22,"[30, 36, 43, 3]"
41,23,"[57, 53, 9, 14]"
42,0,"[58, 27, 11, 26]"
42,1,"[26, 34, 46, 22]"
42,2,"[22, 16, 35, 26]"
42,3,"[38, 39, 50, 4]"
42,4,"[6, 30, 44, 18]"
42,5,"[25, 34, 29, 37]"
42,6,"[7, 39, 41, 14]"
42,7,"[29, 7, 3, 55]"
42,8,"[16, 9, 35, 53]"
42,9,"[0, 57, 18, 32]"
42,10,"[42, 56, 8, 29]"
42,11,"[46, 48, 37, 22]"
42,12,"[7, 23, 54, 32]"
42,13,"[37, 40, 45, 11]"
42,14,"[17, 54, 28, 39]"
42,15,"[22, 4, 33, 24]"
42,16,"[58, 22, 25, 56]"
42,17,"[12, 18, 32, 20]"
42,18,"[12, 42, 28, 19]"
42,19,"[6, 24, 38, 13]"
42,20,"[7, 55, 38, 34]"
42,21,"[45, 31, 48, 28]"
42,22,"[29, 49, 23, 57]"
42,23,"[37, 27, 24, 25]"
43,0,"[14, 7, 57, 46]"
43,1,"[29, 13, 39, 12]"
43,2,"[6, 23, 49, 34]"
43,3,"[9, 59, 36, 29]"
43,4,"[10, 20, 51, 12]"
43,5,"[46, 40, 12, 35]"
43,6,"[28, 14, 6, 18]"
43,7,"[50, 15, 3, 42]"
43,8,"[44, 55, 47, 4]"
43,9,"[34, 39, 18, 49]"
43,10,"[23, 13, 37, 22]"
43,11,"[33, 34, 44, 22]"
43,12,"[17, 22, 47, 49]"
43,13,"[4, 18, 46, 8]"
43,14,"[35, 41, 58, 53]"
43,15,"[4, 30, 51, 2]"
43,16,"[51, 31, 9, 3]"
43,17,"[22, 2, 1, 44]"
43,18,"[54, 56, 7, 36]"
43,19,"[19, 17, 38, 41]"
43,20,"[38, 46, 37, 29]"
43,21,"[0, 9, 21, 14]"
43,22,"[20, 37, 22, 15]"
43,23,"[34, 54, 20, 15]"
44,0,"[0, 22, 57, 16]"
44,1,"[44, 20, 52, 49]"
44,2,"[51, 39, 25, 8]"
44,3,"[31, 29, 56, 44]"
44,4,"[37, 27, 14, 1]"
44,5,"[14, 58, 38, 43]"
44,6,"[34, 28, 36, 16]"
44,7,"[20, 50, 42, 55]"
44,8,"[44, 18, 57, 26]"
44,9,"[34, 4, 39, 3]"
44,10,"[23, 13, 22, 51]"
44,11,"[33, 34, 44, 55]"
44,12,"[22, 39, 47, 17]"
44,13,"[46, 59, 15, 8]"
44,14,"[52, 43, 53, 34]"
44,15,"[4, 50, 17, 30]"
44,16,"[34, 9, 35, 51]"
44,17,"[35, 19, 3, 4]"
44,18,"[14, 10, 20, 2]"
44,19,"[41, 38, 15, 14]"
44,20,"[30, 36, 37, 10]"
44,21,"[54, 31, 34, 41]"
44,22,"[4, 38, 23, 57]"
44,23,"[50, 24, 1, 33]"
45,0,"[56, 27, 5, 24]"
45,1,"[25, 19, 52, 12]"
45,2,"[37, 32, 9, 45]"
45,3,"[23, 37, 29, 26]"
45,4,"[23, 14, 10, 9]"
45,5,"[52, 26, 14, 33]"
45,6,"[27, 33, 2, 22]"
45,7,"[19, 31, 36, 11]"
45,8,"[58, 27, 7, 52]"
45,9,"[34, 58, 26, 35]"
45,10,"[40, 48, 23, 12]"
45,11,"[44, 55, 27, 34]"
45,12,"[18, 53, 24, 17]"
45,13,"[27, 59, 48, 8]"
45,14,"[26, 27, 53, 34]"
45,15,"[24, 19, 47, 20]"
45,16,"[8, 39, 2, 18]"
45,17,"[4, 28, 5, 0]"
45,18,"[22, 27, 31, 10]"
45,19,"[10, 9, 41, 42]"
45,20,"[30, 13, 53, 59]"
45,21,"[54, 13, 27, 22]"
45,22,"[13, 14, 43, 57]"
45,23,"[19, 29, 15, 27]"
46,0,"[25, 49, 19, 58]"
46,1,"[22, 28, 32, 10]"
46,2,"[55, 13, 27, 22]"
46,3,"[1, 24, 13, 8]"
46,4,"[6, 30, 5, 51]"
46,5,"[25, 27, 28, 38]"
46,6,"[46, 0, 56, 5]"
46,7,"[23, 34, 21, 42]"
46,8,"[9, 40, 24, 30]"
46,9,"[57, 0, 52, 43]"
46,10,"[42, 12, 56, 8]"
46,11,"[48, 27, 18, 46]"
46,12,"[7, 54, 50, 32]"
46,13,"[19, 43, 45, 32]"
46,14,"[16, 54, 39, 17]"
46,15,"[33, 22, 40, 51]"
46,16,"[46, 22, 11, 51]"
46,17,"[52, 20, 21, 58]"
46,18,"[59, 20, 8, 49]"
46,19,"[16, 50, 33, 12]"
46,20,"[55, 4, 35, 7]"
46,21,"[23, 16, 36, 39]"
46,22,"[18, 31, 11, 38]"
46,23,"[22, 42, 23, 54]"
47,0,"[41, 54, 27, 32]"
47,1,"[29, 37, 10, 4]"
47,2,"[36, 46, 52, 34]"
47,3,"[27, 56, 36, 43]"
47,4,"[50, 55, 36, 4]"
47,5,"[23, 10, 38, 24]"
47,6,"[40, 23, 25, 6]"
47,7,"[49, 26, 12, 10]"
47,8,"[36, 49, 16, 44]"
47,9,"[39, 57, 14, 29]"
47,10,"[13, 16, 20, 28]"
47,11,"[33, 29, 48, 26]"
47,12,"[22, 32, 2, 1]"
47,13,"[29, 15, 45, 12]"
47,14,"[39, 14, 52, 3]"
47,15,"[59, 13, 32, 33]"
47,16,"[6, 9, 51, 31]"
47,17,"[40, 48, 49, 9]"
47,18,"[35, 7, 11, 44]"
47,19,"[19, 50, 17, 46]"
47,20,"[43, 15, 42, 14]"
47,21,"[29, 4, 0, 34]"
47,22,"[6, 38, 31, 45]"
47,23,"[1, 54, 46, 29]"
48,0,"[55, 21, 7, 0]"
48,1,"[44, 37, 4, 12]"
48,2,"[1, 52, 36, 38]"
48,3,"[17, 43, 39, 50]"
48,4,"[37, 2, 50, 8]"
48,5,"[23, 31, 1, 10]"
48,6,"[34, 36, 30, 46]"
48,7,"[20, 53, 50, 55]"
48,8,"[36, 57, 50, 44]"
48,9,"[39, 4, 29, 2]"
48,10,"[13, 16, 51, 28]"
48,11,"[33, 56, 29, 17]"
48,12,"[39, 22, 21, 49]"
48,13,"[27, 55, 29, 46]"
48,14,"[52, 9, 43, 14]"
48,15,"[50, 57, 32, 44]"
48,16,"[34, 57, 35, 32]"
48,17,"[48, 38, 9, 40]"
48,18,"[57, 18, 7, 44]"
48,19,"[45, 7, 29, 48]"
48,20,"[36, 16, 12, 28]"
48,21,"[33, 54, 10, 23]"
48,22,"[57, 12, 53, 51]"
48,23,"[41, 59, 31, 1]"
49,0,"[18, 6, 29, 35]"
49,1,"[42, 19, 24, 6]"
49,2,"[57, 44, 50, 1]"
49,3,"[53, 25, 46, 50]"
49,4,"[19, 49, 55, 2]"
49,5,"[14, 47, 7, 38]"
49,6,"[47, 51, 35, 9]"
49,7,"[57, 33, 9, 46]"
49,8,"[23, 14, 36, 38]"
49,9,"[20, 59, 28, 7]"
49,10,"[18, 31, 21, 39]"
49,11,"[8, 30, 15, 18]"
49,12,"[38, 35, 40, 9]"
49,13,"[22, 38, 21, 9]"
49,14,"[41, 33, 32, 26]"
49,15,"[37, 50, 27, 3]"
49,16,"[10, 55, 0, 38]"
49,17,"[1, 30, 6, 14]"
49,18,"[23, 1, 37, 18]"
49,19,"[56, 7, 47, 45]"
49,20,"[0, 31, 8, 40]"
49,21,"[10, 7, 46, 54]"
49,22,"[12, 53, 30, 3]"
49,23,"[48, 11, 41, 57]"
50,0,"[10, 37, 50, 51]"
50,1,"[18, 35, 59, 58]"
50,2,"[6, 30, 3, 43]"
50,3,"[30, 2, 21, 59]"
50,4,"[24, 30, 27, 8]"
50,5,"[34, 50, 24, 57]"
50,6,"[35, 31, 43, 17]"
50,7,"[43, 12, 3, 21]"
50,8,"[47, 30, 43, 34]"
50,9,"[32, 41, 28, 1]"
50,10,"[1, 19, 34, 9]"
50,11,"[22, 50, 14, 17]"
50,12,"[2, 54, 3, 52]"
50,13,"[23, 44, 50, 3]"
50,14,"[40, 49, 17, 11]"
50,15,"[55, 32, 48, 40]"
50,16,"[52, 54, 56, 17]"
50,17,"[45, 55, 33, 16]"
50,18,"[17, 26, 37, 11]"
50,19,"[36, 7, 2, 37]"
50,20,"[50, 57, 44, 15]"
50,21,"[56, 17, 36, 20]"
50,22,"[20, 31, 4, 18]"
50,23,"[24, 40, 0, 32]"
51,0,"[4, 47, 52, 1]"
51,1,"[24, 30, 1, 17]"
51,2,"[7, 44, 14, 26]"
51,3,"[25, 33, 26, 59]"
51,4,"[21, 52, 35, 26]"
51,5,"[48, 42, 52, 53]"
51,6,"[22, 27, 52, 50]"
51,7,"[1, 33, 39, 9]"
51,8,"[53, 38, 14, 27]"
51,9,"[8, 20, 19, 25]"
51,10,"[47, 38, 21, 34]"
51,11,"[35, 1, 31, 30]"
51,12,"[38, 9, 33, 55]"
51,13,"[38, 27, 9, 22]"
51,14,"[10, 33, 5, 26]"
51,15,"[49, 25, 19, 3]"
51,16,"[57, 23, 13, 36]"
51,17,"[17, 0, 10, 47]"
51,18,"[38, 37, 32, 2]"
51,19,"[8, 34, 36, 27]"
51,20,"[20, 31, 23, 12]"
51,21,"[49, 6, 41, 56]"
51,22,"[30, 47, 19, 20]"
51,23,"[0, 20, 11, 34]"
52,0,"[10, 15, 37, 51]"
52,1,"[47, 2, 28, 37]"
52,2,"[50, 26, 7, 38]"
52,3,"[33, 49, 59, 22]"
52,4,"[21, 53, 25, 26]"
52,5,"[48, 24, 26, 36]"
52,6,"[51, 47, 11, 0]"
52,7,"[9, 57, 1, 17]"
52,8,"[14, 27, 38, 55]"
52,9,"[20, 8, 26, 32]"
52,10,"[31, 11, 39, 34]"
52,11,"[30, 15, 6, 35]"
52,12,"[38, 9, 33, 55]"
52,13,"[59, 9, 27, 38]"
52,14,"[27, 33, 26, 42]"
52,15,"[9, 25, 19, 41]"
52,16,"[10, 24, 0, 13]"
52,17,"[0, 29, 22, 44]"
52,18,"[27, 38, 24, 33]"
52,19,"[56, 59, 39, 53]"
52,20,"[49, 0, 23, 30]"
52,21,"[49, 22, 56, 37]"
52,22,"[14, 44, 30, 35]"
52,23,"[15, 45, 27, 34]"
53,0,"[41, 19, 26, 2]"
53,1,"[53, 27, 58, 7]"
53,2,"[2, 48, 33, 43]"
53,3,"[57, 45, 0, 54]"
53,4,"[0, 31, 59, 2]"
53,5,"[9, 21, 53, 1]"
53,6,"[56, 50, 37, 30]"
53,7,"[5, 14, 10, 46]"
53,8,"[56, 41, 12, 51]"
53,9,"[6, 8, 51, 44]"
53,10,"[42, 47, 34, 58]"
53,11,"[30, 19, 15, 37]"
53,12,"[9, 19, 33, 55]"
53,13,"[3, 57, 9, 14]"
53,14,"[33, 15, 42, 36]"
53,15,"[9, 25, 49, 41]"
53,16,"[23, 13, 0, 10]"
53,17,"[1, 10, 22, 5]"
53,18,"[4, 9, 56, 58]"
53,19,"[5, 28, 11, 58]"
53,20,"[49, 56, 13, 40]"
53,21,"[39, 24, 49, 36]"
53,22,"[14, 36, 30, 39]"
53,23,"[9, 14, 44, 30]"
54,0,"[17, 27, 32, 26]"
54,1,"[26, 58, 15, 39]"
54,2,"[2, 16, 21, 12]"
54,3,"[38, 2, 45, 0]"
54,4,"[18, 6, 44, 45]"
54,5,"[34, 25, 2, 8]"
54,6,"[7, 55, 49, 39]"
54,7,"[29, 46, 2, 42]"
54,8,"[16, 9, 35, 53]"
54,9,"[18, 57, 0, 28]"
54,10,"[42, 56, 39, 34]"
54,11,"[46, 18, 22, 45]"
54,12,"[7, 32, 54, 59]"
54,13,"[37, 5, 21, 40]"
54,14,"[17, 32, 1, 41]"
54,15,"[22, 9, 40, 2]"
54,16,"[58, 27, 22, 33]"
54,17,"[18, 32, 12, 22]"
54,18,"[42, 59, 28, 12]"
54,19,"[6, 24, 38, 28]"
54,20,"[7, 34, 55, 33]"
54,21,"[45, 6, 49, 28]"
54,22,"[49, 29, 32, 10]"
54,23,"[37, 29, 15, 27]"
55,0,"[56, 45, 14, 21]"
55,1,"[45, 42, 2, 12]"
55,2,"[0, 8, 49, 22]"
55,3,"[51, 22, 29, 39]"
55,4,"[33, 58, 54, 29]"
55,5,"[45, 59, 12, 6]"
55,6,"[54, 59, 49, 13]"
55,7,"[27, 58, 47, 51]"
55,8,"[5, 27, 42, 55]"
55,9,"[22, 8, 59, 56]"
55,10,"[31, 6, 34, 11]"
55,11,"[30, 54, 15, 2]"
55,12,"[38, 29, 35, 33]"
55,13,"[59, 9, 27, 38]"
55,14,"[27, 26, 50, 33]"
55,15,"[9, 19, 14, 25]"
55,16,"[23, 19, 27, 8]"
55,17,"[0, 22, 16, 19]"
55,18,"[57, 38, 15, 10]"
55,19,"[28, 36, 5, 47]"
55,20,"[12, 23, 59, 36]"
55,21,"[6, 2, 12, 27]"
55,22,"[53, 1, 33, 5]"
55,23,"[39, 59, 33, 48]"
56,0,"[31, 23, 5, 24]"
56,1,"[16, 2, 30, 37]"
56,2,"[7, 20, 48, 9]"
56,3,"[49, 38, 50, 6]"
56,4,"[28, 33, 22, 12]"
56,5,"[8, 45, 59, 44]"
56,6,"[51, 16, 55, 54]"
56,7,"[17, 15, 30, 44]"
56,8,"[59, 46, 27, 17]"
56,9,"[17, 5, 37, 50]"
56,10,"[31, 37, 12, 8]"
56,11,"[30, 6, 2, 36]"
56,12,"[46, 38, 3, 55]"
56,13,"[27, 13, 16, 59]"
56,14,"[55, 27, 5, 1]"
56,15,"[19, 40, 0, 36]"
56,16,"[46, 55, 0, 11]"
56,17,"[0, 22, 30, 55]"
56,18,"[1, 57, 13, 26]"
56,19,"[28, 37, 36, 50]"
56,20,"[9, 12, 17, 29]"
56,21,"[6, 12, 40, 3]"
56,22,"[26, 52, 38, 2]"
56,23,"[49, 44, 40, 33]"
57,0,"[20, 48, 15, 24]"
57,1,"[53, 27, 2, 33]"
57,2,"[2, 20, 26, 15]"
57,3,"[30, 15, 29, 19]"
57,4,"[31, 12, 5, 45]"
57,5,"[8, 7, 32, 55]"
57,6,"[43, 31, 57, 52]"
57,7,"[43, 21, 35, 10]"
57,8,"[39, 30, 34, 43]"
57,9,"[54, 24, 5, 23]"
57,10,"[1, 36, 15, 35]"
57,11,"[59, 46, 14, 22]"
57,12,"[30, 23, 13, 0]"
57,13,"[37, 30, 35, 33]"
57,14,"[6, 1, 51, 25]"
57,15,"[55, 41, 40, 18]"
57,16,"[20, 25, 4, 48]"
57,17,"[18, 12, 55, 35]"
57,18,"[12, 26, 34, 20]"
57,19,"[28, 23, 16, 6]"
57,20,"[55, 7, 17, 33]"
57,21,"[30, 45, 28, 5]"
57,22,"[49, 24, 33, 4]"
57,23,"[26, 54, 57, 15]"
58,0,"[3, 57, 46, 10]"
58,1,"[3, 1, 27, 33]"
58,2,"[47, 10, 4, 53]"
58,3,"[49, 2, 50, 22]"
58,4,"[47, 33, 53, 35]"
58,5,"[20, 44, 56, 19]"
58,6,"[47, 1, 59, 37]"
58,7,"[31, 27, 45, 43]"
58,8,"[5, 8, 35, 9]"
58,9,"[5, 9, 18, 37]"
58,10,"[31, 12, 47, 8]"
58,11,"[30, 13, 37, 6]"
58,12,"[46, 11, 19, 38]"
58,13,"[31, 52, 7, 5]"
58,14,"[12, 1, 7, 27]"
58,15,"[40, 9, 51, 14]"
58,16,"[27, 23, 38, 51]"
58,17,"[0, 15, 44, 27]"
58,18,"[15, 56, 37, 25]"
58,19,"[28, 22, 34, 47]"
58,20,"[49, 57, 0, 15]"
58,21,"[39, 17, 22, 24]"
58,22,"[9, 20, 36, 3]"
58,23,"[15, 14, 34, 57]"
59,0,"[38, 17, 11, 54]"
59,1,"[17, 33, 55, 56]"
59,2,"[16, 55, 21, 28]"
59,3,"[2, 8, 38, 29]"
59,4,"[18, 45, 59, 6]"
59,5,"[25, 20, 13, 27]"
59,6,"[1, 7, 41, 39]"
59,7,"[29, 5, 31, 34]"
59,8,"[9, 16, 13, 45]"
59,9,"[41, 0, 9, 35]"
59,10,"[42, 10, 5, 8]"
59,11,"[6, 2, 24, 48]"
59,12,"[47, 50, 8, 54]"
59,13,"[56, 24, 32, 5]"
59,14,"[57, 16, 59, 31]"
59,15,"[51, 16, 36, 53]"
59,16,"[22, 27, 11, 46]"
59,17,"[48, 27, 21, 12]"
59,18,"[44, 17, 24, 33]"
59,19,"[16, 47, 50, 22]"
59,20,"[7, 54, 37, 57]"
59,21,"[8, 31, 6, 22]"
59,22,"[35, 20, 28, 44]"
59,23,"[47, 11, 58, 9]"
60,0,"[59, 51, 14, 53]"
60,1,"[10, 3, 12, 7]"
60,2,"[57, 20, 36, 15]"
60,3,"[57, 40, 16, 19]"
60,4,"[47, 32, 50, 3]"
60,5,"[10, 27, 25, 56]"
60,6,"[37, 1, 17, 49]"
60,7,"[8, 55, 7, 12]"
60,8,"[9, 8, 12, 41]"
60,9,"[32, 47, 6, 59]"
60,10,"[42, 8, 9, 0]"
60,11,"[51, 11, 21, 27]"
60,12,"[19, 50, 58, 43]"
60,13,"[31, 52, 3, 4]"
60,14,"[15, 46, 7, 34]"
60,15,"[51, 9, 36, 42]"
60,16,"[27, 2, 46, 57]"
60,17,"[5, 44, 27, 19]"
60,18,"[4, 56, 49, 17]"
60,19,"[58, 28, 47, 24]"
60,20,"[7, 17, 38, 58]"
60,21,"[39, 6, 22, 24]"
60,22,"[3, 9, 20, 39]"
60,23,"[9, 1, 10, 27]"
61,0,"[18, 26, 15, 4]"
61,1,"[13, 1, 35, 4]"
61,2,"[21, 16, 55, 12]"
61,3,"[33, 8, 2, 1]"
61,4,"[6, 18, 44, 39]"
